id,src,ref,hyp,conf,parse_warnings,timestamp_utc
242,"In its home market of Germany, deliveries plummeted by almost a sixth.",Im Heimatmarkt Deutschland sackten die Auslieferungen um fast ein Sechstel ab.,Auf seinem Heimatmarkt Deutschland brachen die Auslieferungen um fast ein Sechstel ein.,0.97,,2026-02-26T20:12:26.516699+00:00
243,Mr. Rodriguez said he had no hard feelings about the soap shop taking over the old space.,"Rodriguez sagte, dass er keinen Groll darüber hegte, dass das Seifengeschäft den alten Geschäftsraum eingenommen hat.","Herr Rodriguez sagte, er hege keinen Groll darüber, dass der Seifenladen die alten Räumlichkeiten übernommen habe.",0.95,,2026-02-26T20:12:29.179001+00:00
244,"'I'd hate to get home with a new pair of knickers and find another woman had put them on and taken them off again, and they hadn't been washed.'","""Ich würde es hassen, mit einem neuen Paar Unterhosen nach Hause zu gehen und herauszufinden, dass eine andere Frau sie anhatte und wieder auszog und sie nicht gewaschen wurden.""","Ich würde es hassen, mit einem neuen Paar Unterhosen nach Hause zu kommen und festzustellen, dass eine andere Frau sie angezogen und wieder ausgezogen hat und sie nicht gewaschen worden sind.",0.93,,2026-02-26T20:12:32.226628+00:00
245,He said he needed to reflect and analyse the reasons behind the debacle.,"Er müsse in Ruhe analysieren, welche Gründe zum Debakel geführt hätten.","Er sagte, er müsse nachdenken und die Gründe für das Debakel analysieren.",0.96,,2026-02-26T20:12:34.929340+00:00
246,The £2-a-day drug that can cut heart attack threat,"Das £2-pro Tag- Medikament, das Herzinfarktrisiko senken kann","Das 2-Pfund-pro-Tag-Medikament, das das Herzinfarktrisiko senken kann",0.93,,2026-02-26T20:12:37.023004+00:00
247,Rowing in itself is a journey but that makes it a bit bigger.,"Das Rudern an sich ist schon eine Herausforderung, aber das macht es zu einer noch größeren.","Rudern an sich ist eine Reise, aber das macht es ein bisschen größer.",0.74,,2026-02-26T20:12:39.610167+00:00
248,"Three people dressed in dark clothing and with their faces covered brandished a gun and demanded that staff at the cash-and-carry hand over cash. They made a run for it on foot, and then probably got into a silver VW Golf.","Unter Vorhalt einer Schusswaffe forderten drei dunkel gekleidete Personen, die ihre Gesichter vermummt hatten, von dem Angestellten des Getränkemarktes die Herausgabe von Bargeld und flüchteten anschließend zunächst zu Fuß und dann vermutlich mit einem silberfarbenen VW-Golf.","Drei Personen, dunkel gekleidet und mit verdeckten Gesichtern, fuchtelten mit einer Waffe herum und forderten die Mitarbeiter des Cash-and-Carry auf, Bargeld herauszugeben. Sie flüchteten zu Fuß und stiegen dann vermutlich in einen silbernen VW Golf.",0.93,,2026-02-26T20:12:42.692858+00:00
249,"The individual day trips were framed by brief moments every morning and evening with various prayers, songs and written texts.","Die einzelnen Tagestouren wurden morgens und abends je von einem kurzen Impuls mit verschiedenen Gebeten, Liedern und Schrifttexten umrahmt.","Die einzelnen Tagesausflüge wurden jeden Morgen und Abend von kurzen Momenten mit verschiedenen Gebeten, Liedern und schriftlichen Texten eingerahmt.",0.93,,2026-02-26T20:12:44.896791+00:00
250,"""He (Anzrah) went to the doping check and alleged that he was Ferguson Rotich, handed in the sample, and signed for it,"" explained Stephan Arap Soi, Kenya's Chef de Mission.","""Er (Anzrah) ist zur Doping-Kontrollstation gegangen und hat sich als Ferguson Rotich ausgegeben, die Probe abgegeben und unterschrieben"", erklärte Kenias Chef de Mission Stephan Arap Soi.","""Er (Anzrah) ging zur Dopingkontrolle und behauptete, er sei Ferguson Rotich, gab die Probe ab und unterschrieb dafür"", erklärte Stephan Arap Soi, Kenias Chef de Mission.",0.98,,2026-02-26T20:12:47.529383+00:00
251,"GB made wholesale changes at half-time and they plugged the Fijian dam...for all of four minutes, which by first-half standards was good, until Josua Tuisova went over after some brilliant Fijian interplay.","GB führte grundlegende Änderungen zur Halbzeit durch und schloss die fijianische Lücke...für ganze vier Minuten, was für die Verhältnisse der ersten Halbzeit gut war, bis Josua Tuisova nach einem brillianten Zwischenplay von Fiji durchlief.","GB nahm zur Halbzeit umfassende Wechsel vor und sie stopften den fidschianischen Damm...für ganze vier Minuten, was nach Maßstäben der ersten Halbzeit gut war, bis Josua Tuisova nach einigen brillanten fidschianischen Kombinationen zum Versuch durchbrach.",0.86,,2026-02-26T20:12:50.442467+00:00
252,"Managing Director of the bank, Josef Paul, said on Thursday that ""this only applies to 139 customers with 40 million euros in their current accounts or day-to-day accounts"".","Bankchef Josef Paul sagte am Donnerstag: ""Es geht nur um 139 Kunden, die 40 Millionen Euro auf Giro- oder Tagesgeldkonten parken"".","Der Geschäftsführer der Bank, Josef Paul, sagte am Donnerstag, dass ""dies nur für 139 Kunden mit 40 Millionen Euro auf ihren Girokonten oder Tagesgeldkonten gilt"".",0.93,,2026-02-26T20:12:53.178684+00:00
253,The winner of the Australian Open faced off against Brit Johanna Konta (no. 10).,Die Australian-Open-Gewinnerin traf auf die Britin Johanna Konta (Nr. 10).,Die Siegerin der Australian Open trat gegen die Britin Johanna Konta (Nr. 10) an.,0.93,,2026-02-26T20:12:55.602520+00:00
254,"More of the product side, less of the music.","Mehr produktlastig, weniger musiklastig.","Mehr von der Produktseite, weniger von der Musik.",0.86,,2026-02-26T20:12:57.874733+00:00
255,"There has to be investment in infrastructure, Trump and Clinton say almost verbatim.","In die müsse investiert werden, sagen Trump und Clinton fast wortgleich.","Es muss in die Infrastruktur investiert werden, sagen Trump und Clinton fast wortwörtlich.",0.96,,2026-02-26T20:12:59.955095+00:00
256,"Sellering, 66 years old and head of the parliament since 2008, pursued a rather inconspicuous election campaign, as can be seen from his posters.","Sellering, 66 Jahre alt und seit 2008 Regierungschef, macht einen fast unauffällig wirkenden Wahlkampf, sieht man von seinen Großplakaten ab.","Sellering, 66 Jahre alt und seit 2008 Parlamentspräsident, führte einen eher unauffälligen Wahlkampf, wie man an seinen Plakaten sehen kann.",0.93,,2026-02-26T20:13:02.685784+00:00
257,"Three men are ""lucky to be alive"" after they were thrown from their fishing boat off Anglesey.","Drei Männer haben ""Glück noch am Leben zu sein"", nachdem sie von ihrem Fischerboot vor Anglesey geworfen wurden.","Drei Männer haben „Glück, am Leben zu sein“, nachdem sie vor der Küste von Anglesey von ihrem Fischerboot ins Wasser geschleudert wurden.",0.92,,2026-02-26T20:13:05.114381+00:00
258,"Salzburg's ""West Side Story"" with Cecilia Bartoli","Salzburger ""West Side Story"" mit Cecilia Bartoli",Salzburgs „West Side Story“ mit Cecilia Bartoli,0.99,,2026-02-26T20:13:07.422247+00:00
259,I just can't believe it.,Ich kann das einfach nicht glauben.,Ich kann es einfach nicht glauben.,0.99,,2026-02-26T20:13:09.439849+00:00
260,Vatemo Ravouvou then burst through some more limp GB tackling and stormed to the line to score.,"Vatemo Ravouvou preschte durch weitere schwache Tacklings des GB Teams und stürmte bis zur Linie, um ein Tor zu machen.","Vatemo Ravouvou brach dann durch weitere kraftlose Tackling-Versuche von GB und stürmte zur Linie, um zu punkten.",0.93,,2026-02-26T20:13:11.766039+00:00
261,"As administrative director Herbert Schmidt showed the committee, it was necessary to recalculate the fees for the sewage plants serving the market town.","Wie Verwaltungsleiter Herbert Schmidt dem Gremium aufzeigte, war eine Neukalkulation der Gebühren für die Abwasseranlagen der Marktgemeinde notwendig.","Wie Verwaltungsdirektor Herbert Schmidt dem Ausschuss darlegte, war es notwendig, die Gebühren für die Kläranlagen, die die Marktgemeinde versorgen, neu zu berechnen.",0.93,,2026-02-26T20:13:14.709876+00:00
262,"The same is true for electricity costs: in the previous calculations for 2011/2012, they are far below their current levels.","Das Gleiche gilt für Stromkosten, welche bei der vorherigen Kalkulation in den Jahren 2011/2012 noch deutlich unter dem jetzigen Niveau lagen.",Dasselbe gilt für die Stromkosten: In den früheren Berechnungen für 2011/2012 liegen sie weit unter ihrem aktuellen Niveau.,0.94,,2026-02-26T20:13:17.254603+00:00
263,"If you don't have access to the internet, you can ask your family, friends or neighbours to help you look things up online.","Wer keinen Zugang zum Internet hat, kann die Familie, Freunde oder Nachbarn um Hilfe bei der Internetrecherche bitten.","Wenn du keinen Zugang zum Internet hast, kannst du deine Familie, Freunde oder Nachbarn bitten, dir zu helfen, Dinge online nachzuschlagen.",0.97,,2026-02-26T20:13:19.867711+00:00
264,"According to the judgement, the organiser had not violated its information obligation.","Er habe seine Informationspflichten also nicht verletzt, so das Urteil.",Dem Urteil zufolge hatte der Veranstalter seine Informationspflicht nicht verletzt.,0.99,,2026-02-26T20:13:21.985912+00:00
265,"Condrobs opened the centre in January, in collaboration with Pro Familia and the Munich Women's Help organisation.",Im Januar hat Condrobs die Einrichtung zusammen mit Pro Familia und der Münchner Frauenhilfe aufgemacht.,Condrobs eröffnete das Zentrum im Januar in Zusammenarbeit mit Pro Familia und der Münchner Frauenhilfe-Organisation.,0.93,,2026-02-26T20:13:24.450849+00:00
266,It is still apparently unclear who is behind the attacks.,"Noch sei unklar, welche Gruppe hinter den Anschlägen stecke.","Es ist offenbar immer noch unklar, wer hinter den Angriffen steckt.",0.99,,2026-02-26T20:13:26.924459+00:00
267,"""There was never a direct order"" not to include Israel in the fast dial list,"" Suddeutsche Zeitung quoted a Kempinski representative as saying.","""Es gab nie eine direkte Anweisung"", Israel nicht in die Schnellwahlliste aufzunehmen,"" zitierte die Süddeutsche Zeitung einen Sprecher des Kempinski Hotels.","""Es habe nie eine direkte Anweisung gegeben"", Israel nicht in die Kurzwahlliste aufzunehmen, zitierte die Süddeutsche Zeitung einen Vertreter von Kempinski.",0.93,,2026-02-26T20:13:29.620371+00:00
268,"After an attempt to deceive a doping check in the Olympic village, Kenya has sent one coach home.",Nach einem Betrugsversuch bei einer Doping-Kontrolle im Olympischen Dorf hat Kenia einen Trainer nach Hause geschickt.,"Nach dem Versuch, eine Dopingkontrolle im Olympischen Dorf zu täuschen, hat Kenia einen Trainer nach Hause geschickt.",0.96,,2026-02-26T20:13:32.249852+00:00
269,"Even in Germany, lone women are often seen as inferior in refugee accommodation, and, in the worst cases, they are abused.",Auch hier würden alleinstehende Frauen in Flüchtlingsunterkünften oft als minderwertig betrachtet und schlimmstenfalls missbraucht.,"Selbst in Deutschland werden alleinstehende Frauen in Flüchtlingsunterkünften oft als minderwertig angesehen, und im schlimmsten Fall werden sie missbraucht.",0.97,,2026-02-26T20:13:34.839997+00:00
270,"Hindes said: ""If he wins another two gold medals, he should get a knighthood.""","Hindes sagte: ""Wenn er zwei weitere Goldmedaillen gewinnt, sollte er zum Ritter geschlagen werden.""","Hindes sagte: ""Wenn er noch zwei Goldmedaillen gewinnt, sollte er zum Ritter geschlagen werden.""",0.93,,2026-02-26T20:13:37.183623+00:00
271,"""Fortunately, by the time we had launched, the strong winds had blown it clear of them,"" he added.","""Glücklicherweise haben die starken Winde das Boot bereits außer ihrer Reichweite geweht, bis wir zu Wasser ließen,"" fügte er hinzu.","„Glücklicherweise hatten die starken Winde es bis zu dem Zeitpunkt, als wir gestartet waren, von ihnen weggeweht“, fügte er hinzu.",0.86,,2026-02-26T20:13:40.382003+00:00
272,"Jewish filmmaker slams Berlin hotel for removing Israel dial code after Arab ""request"" - RT News","Jüdischer Regisseur zerschlägt Berliner Hotel, weil israelische Vorwahl nach ""arabischer"" Aufforderung entfernt wurde - RT News","Jüdischer Filmemacher kritisiert Berliner Hotel dafür, die Israel-Ländervorwahl nach einer arabischen „Bitte“ entfernt zu haben – RT News",0.93,,2026-02-26T20:13:43.006942+00:00
273,"Nevertheless, Rodriguez, who was married to actress Cameron Diaz and who has been rumoured to have been linked to pop star Madonna and actress Kate Hudson, had the support of the fans of Yankees' arch rivals, Boston Red Sox.","Immerhin bekam Rodriguez, der mit der Schauspielerin Cameron Diaz verheiratet war und dem Verhältnisse mit Popstar Madonna und der Schauspielerin Kate Hudson nachgesagt werden, Sympathie-Bekundungen der Fans vom Yankee-Erzrivalen Boston Red Sox.","Dennoch hatte Rodriguez, der mit der Schauspielerin Cameron Diaz verheiratet war und dem nachgesagt wurde, er sei mit dem Popstar Madonna und der Schauspielerin Kate Hudson in Verbindung gebracht worden, die Unterstützung der Fans der Erzfeinde der Yankees, der Boston Red Sox.",0.93,,2026-02-26T20:13:45.779966+00:00
274,"However, she couldn't get him to leave the apartment.","Sie konnte ihn aber nicht dazu bewegen, die Wohnung zu verlassen.","Allerdings konnte sie ihn nicht dazu bringen, die Wohnung zu verlassen.",0.98,,2026-02-26T20:13:48.328385+00:00
275,"Every one of them has a baby with them, the oldest of which is one year old.","Jede hat ein Baby dabei, das höchstens ein Jahr alt ist.","Jede von ihnen hat ein Baby bei sich, das älteste davon ist ein Jahr alt.",0.93,,2026-02-26T20:13:50.782258+00:00
276,The novelty will wear off and use will subside in due course.,Das Neue wird seinen Reiz verlieren und die Verwendung wird mit der Zeit nachlassen.,"Die Neuheit wird verfliegen, und die Nutzung wird mit der Zeit nachlassen.",0.93,,2026-02-26T20:13:53.314736+00:00
277,"Alex Rodriguez' tears ran quicker than the US baseball star had run from base to base, in better days.",Die Tränen liefen bei Alex Rodriguez schneller als der US-Baseball-Star in besten Tagen von Base zu Base.,"Alex Rodriguez' Tränen flossen schneller, als der US-Baseballstar in besseren Tagen von Base zu Base gelaufen war.",0.93,,2026-02-26T20:13:55.910840+00:00
278,"In July 2016, compared to the previous month, an increase was observed in the price of the following groups of consumer goods: food and non-alcoholic beverages (1.7%); transport (1.8%); recreation and culture (6.3%); restaurants and hotels (1.2%); miscellaneous goods and services (0.3%).","Im Juli 2016 wurde im Vergleich zum Vormonat ein Preisanstieg der folgenden Gruppen von Konsumgütern beobachtet: Lebensmittel und nichtalkoholische Getränke (1,7 %); Transport (1,8 %); Freizeit und Kultur (6,3 %); Restaurants und Hotels (1,2 %); verschiedene Güter und Dienstleistungen (0,3 %).","Im Juli 2016 wurde im Vergleich zum Vormonat ein Anstieg der Preise in den folgenden Gruppen von Konsumgütern beobachtet: Nahrungsmittel und alkoholfreie Getränke (1,7 %); Verkehr (1,8 %); Freizeit und Kultur (6,3 %); Restaurants und Hotels (1,2 %); sonstige Waren und Dienstleistungen (0,3 %).",0.98,,2026-02-26T20:13:58.669013+00:00
279,"""This award means a lot to me,"" said Langer, ""because it's not just given for sporting success, but also for social commitment.""","""Diese Auszeichnung bedeutet mir sehr viel"", sagt Langer, ""denn sie wird nicht nur für sportliche Erfolge, sondern auch für gesellschaftliches Engagement vergeben"".","„Diese Auszeichnung bedeutet mir sehr viel“, sagte Langer, „weil sie nicht nur für sportlichen Erfolg, sondern auch für soziales Engagement verliehen wird.“",0.97,,2026-02-26T20:14:01.133096+00:00
280,"She, and all of her sisters, are selling you pictures of themselves on their respective paywalled apps.",Sie und all ihre Schwestern verkaufen Ihnen Bilder von sich auf ihren jeweiligen Paywall-Apps.,Sie und alle ihre Schwestern verkaufen dir auf ihren jeweiligen Paywall-Apps Bilder von sich selbst.,0.86,,2026-02-26T20:14:05.266242+00:00
281,A recent study saw security researchers from F-Secure examine user interfaces and contact with extortioners. They came to the conclusion that perpetrators really do try to construct a kind of customer service system so that they can get more money.,"In einer aktuellen Studie haben die Sicherheitsforscher von F-Secure die Nutzeroberflächen und den Kontakt mit den Erpressern untersucht und kommen zu dem Ergebnis: Die Täter versuchen tatsächlich, eine Art Kundenservice aufzubauen, um mehr Geld einzunehmen.","In einer aktuellen Studie untersuchten Sicherheitsforscher von F-Secure Benutzeroberflächen und den Kontakt mit Erpressern. Sie kamen zu dem Schluss, dass die Täter tatsächlich versuchen, eine Art Kundendienstsystem aufzubauen, um mehr Geld zu bekommen.",0.96,,2026-02-26T20:14:07.718552+00:00
282,"But the reality is that gymnastics is an expensive sport, and gymnasts primarily train in private gymnastics clubs that are maintained by parents paying the cost of the training, facility, travel, uniforms, competition fees, hotel fees (for the coaches and their gymnasts and families) and the list goes on.","Aber die Realität sieht so aus, dass Turnen ein teurer Sport ist und Turner in erster Linie in privaten Turnvereinen, die von Eltern aufrechterhalten werden, die für die Trainings-, Einrichtungs-, Reise- Bekleidungs-, Wettbewerbs- und Hotelkosten (für die Trainer und deren Turner und Familien) aufkommen. Die Liste lässt sich beliebig fortsetzen.","Aber die Realität ist, dass Turnen ein teurer Sport ist, und Turnerinnen und Turner trainieren hauptsächlich in privaten Turnvereinen, die von Eltern getragen werden, die die Kosten für Training, Anlage, Reisen, Uniformen, Wettkampfgebühren, Hotelkosten (für die Trainerinnen und Trainer sowie ihre Turnerinnen und Turner und deren Familien) und so weiter bezahlen.",0.93,,2026-02-26T20:14:10.843772+00:00
283,She said: 'People couldn't believe what they were seeing.',"Sie sagte: "" Die Leute konnten nicht glauben, was sie sahen.""","Sie sagte: „Die Leute konnten nicht glauben, was sie sahen.“",0.99,,2026-02-26T20:14:12.878734+00:00
284,"Teams of women cooked for male farmworkers, and fresh-baked pie was served at breakfast, lunch and dinner.","Mannschaften von Frauen kochten für männliche Feldarbeiter und es wurde frisch gebackene Pastete zum Frühstück, Mittagessen und Abendessen serviert.","Frauenteams kochten für männliche Landarbeiter, und frisch gebackener Kuchen wurde zum Frühstück, Mittag- und Abendessen serviert.",0.93,,2026-02-26T20:14:15.518520+00:00
285,"All the way along his trip through Europe, Mr Wright spoke to doctors and medical professionals about boosting gut bacteria and about his own health.",Auf seiner Reise durch Europa sprach Herr Wright mit Ärzten und medizinischen Fachkräften über die Förderung von Darmbakterien sowie über seine eigene Gesundheit.,Während seiner gesamten Reise durch Europa sprach Mr. Wright mit Ärzten und medizinischem Fachpersonal über die Förderung der Darmbakterien und über seine eigene Gesundheit.,0.96,,2026-02-26T20:14:17.900738+00:00
286,Now the former DSV athlete Markus Deibler has come forward on Facebook to defend his ex-teammates from criticism.,Nun hat sich der ehemalige DSV-Athlet Markus Deibler via Facebook schützende vor seine in der Kritik stehenden Ex-Teamkollegen gestellt.,"Nun hat sich der ehemalige DSV-Athlet Markus Deibler auf Facebook zu Wort gemeldet, um seine ehemaligen Teamkollegen gegen Kritik zu verteidigen.",0.97,,2026-02-26T20:14:20.982288+00:00
287,"Many of those suspected of carrying out the attacks on asylum centers were not viewed as criminals, politically motivated perpetrators or members of the far-right scene.","Viele der Tatverdächtigen bei Attacken auf Asylunterkünfte seien vorher nicht als Kriminelle, politisch motivierte Straftäter oder Anhänger der rechten Szene bekannt gewesen.","Viele derjenigen, die verdächtigt wurden, die Angriffe auf Asylunterkünfte verübt zu haben, galten nicht als Kriminelle, politisch motivierte Täter oder Angehörige der rechtsextremen Szene.",0.97,,2026-02-26T20:14:23.458504+00:00
288,"""It's occurring within a residential area in front of a home,"" Howard said to CBS affiliate KPHO earlier this month.","""Es geschieht in einer Wohngegend vor einem Haus,"" teilte Howard der KHPO, einer Tochtergesellschaft von CBS, Anfang des Monats mit.","""Es passiert in einem Wohngebiet vor einem Haus"", sagte Howard Anfang dieses Monats dem CBS-Partner KPHO.",0.93,,2026-02-26T20:14:25.908271+00:00
289,"The hunter and the wolf: U.S. Men's Archery Team member Brady Ellison, left, has been compared to Leonardo DiCaprio since he was a kid","Der Jäger und der Wolf: Mannschaftsmitglied der US-Mannschaft im Bogenschießen Brady Ellison, links, wird seit seiner Kindheit mit Leonardo DiCaprio verglichen","Der Jäger und der Wolf: Brady Ellison, links, Mitglied des US-amerikanischen Männer-Archery-Teams, wird seit seiner Kindheit mit Leonardo DiCaprio verglichen",0.93,,2026-02-26T20:14:29.753011+00:00
290,"The boot is easy to load, but the load height of 650 mm is a bit higher than it is in the Peugeot 2008, which is a comparable model.","Der Kofferraum lässt sich gut beladen, allerdings ist die Ladehöhe mit 650 mm etwas höher als beim vergleichbaren Peugeot 2008.","Der Kofferraum lässt sich leicht beladen, aber die Ladekante von 650 mm ist etwas höher als beim Peugeot 2008, der ein vergleichbares Modell ist.",0.93,,2026-02-26T20:14:32.264427+00:00
291,"That's what the prosecutor must determine,"" said Hofstetter.","Das ist etwas, was der Staatsanwalt entscheiden muss,"" sagte Hofstetter.","Das ist es, was die Staatsanwaltschaft feststellen muss"", sagte Hofstetter.",0.93,,2026-02-26T20:14:34.536641+00:00
292,"The case is Bordini v. Donald J. Trump For President Inc., 16-CS-14300, General Court of Justice, Superior Court Division County of Mecklenburg (Charlotte).","Das Verfahren lautet Bordini v. Donald J. Trump For President Inc., 16-CS-14300, Oberstes Gericht, County of Mecklenburg (Charlotte).","Der Fall ist Bordini gegen Donald J. Trump For President Inc., 16-CS-14300, General Court of Justice, Superior Court Division, County of Mecklenburg (Charlotte).",0.96,,2026-02-26T20:14:37.209845+00:00
293,Forecaster Alek Krautmann said both rivers could flood many houses in suburban areas near Baton Rouge.,"Der Metereologe Alek Krautmann sagt, dass beide Flüsse viele Häuser in den Vorortgegenden nahe Baton Rouge überschwemmen könnten.","Der Meteorologe Alek Krautmann sagte, dass beide Flüsse viele Häuser in Vorstadtgebieten nahe Baton Rouge überfluten könnten.",0.95,,2026-02-26T20:14:39.885582+00:00
294,"That's younger people, not older ones, late teens who are just getting into it.","Das sind jüngere Leute, nicht ältere, die erst langsam reinkommen.","Das sind jüngere Leute, nicht ältere, späte Teenager, die gerade erst damit anfangen.",0.9,,2026-02-26T20:14:42.368314+00:00
295,The exception is a bodyguard on the door.,Die Ausnahme ist ein Wachmann vor der Tür.,Die Ausnahme ist ein Leibwächter an der Tür.,0.18,,2026-02-26T20:14:44.653457+00:00
296,"Her refugee policies, her ""we can manage it"" have accelerated the rise of the far-right, he believes - which will probably cost him his job.","Ihre Flüchtlingspolitik, ihr ""Wir schaffen das"" habe den Aufstieg der Rechtspopulisten beschleunigt, was ihn jetzt vermutlich das schöne Amt kosten wird.","Ihre Flüchtlingspolitik, ihr ""Wir schaffen das"" haben seiner Ansicht nach den Aufstieg der extremen Rechten beschleunigt – was ihn wahrscheinlich seinen Job kosten wird.",0.93,,2026-02-26T20:14:47.519776+00:00
297,Soon the company will start retailing the vehicle.,In Kürze will der Konzern den Handel mit dem Transporter starten.,Bald wird das Unternehmen mit dem Verkauf des Fahrzeugs im Einzelhandel beginnen.,0.86,,2026-02-26T20:14:49.691423+00:00
298,"From this, trampoline offers a respite.",Davon bietet das Trampolin eine Atempause.,"Daraus ergibt sich, dass Trampolin eine Atempause bietet.",0.74,,2026-02-26T20:14:52.019485+00:00
299,"Hoy watched on from his position as a BBC pundit and caught the eye of Skinner, Kenny and Hindes when they stepped on to the podium.","Hoy sah von seiner Position als BBC-Experte aus zu und fiel Skinner, Kenny und Hindes auf, als diese auf das Podest stiegen.","Hoy verfolgte das Geschehen von seiner Position als BBC-Experte aus und fiel Skinner, Kenny und Hindes ins Auge, als sie auf das Podium traten.",0.86,,2026-02-26T20:14:54.740738+00:00
300,This led to some lorries hurtling through residential areas.,"Was dazu führte, dass sich mancher Lkw in Wohngebieten verfranste.","Dies führte dazu, dass einige Lastwagen durch Wohngebiete rasten.",0.96,,2026-02-26T20:14:57.627137+00:00
301,And teammate Aly Raisman earned silver.,Mannschaftmitglied Aly Raisman gewann Silber.,Und Teamkollegin Aly Raisman gewann Silber.,0.96,,2026-02-26T20:15:01.447866+00:00
302,"The revelation of its cover star is so hotly anticipated that, in the past two years, pictures of the magazine have been leaked before the official announcement.","Die Enthüllung seines Coverstars wird so sehnsüchtig erwartet, dass in den letzten zwei Jahren Bilder der Zeitschrift noch vor der offiziellen Bekanntgabe durchsickerten.","Die Enthüllung seines Coverstars wird so heiß erwartet, dass in den vergangenen zwei Jahren Bilder des Magazins bereits vor der offiziellen Ankündigung durchgesickert sind.",0.93,,2026-02-26T20:15:04.038193+00:00
303,"Bodies protecting the constitution across nine federal states - Bremen, Bavarian, Hesse, Berlin, Baden-Württemberg, North Rhine-Westphalia, Lower Saxony, Saxony and Thuringia - already have the ""Identitäre"" under observation.","Verfassungsschützer in neun Bundesländern - Bremen, Bayern, Hessen, Berlin, Baden-Württemberg, NRW, Niedersachsen, Sachsen und Thüringen - beobachten die ""Identitären"" bereits.","Verfassungsschutzbehörden in neun Bundesländern – Bremen, Bayern, Hessen, Berlin, Baden-Württemberg, Nordrhein-Westfalen, Niedersachsen, Sachsen und Thüringen – beobachten die „Identitären“ bereits.",0.93,,2026-02-26T20:15:06.645908+00:00
304,"He blamed false reports on his candidacy, once again giving the media a dressing-down, as he is known to do.","Schuld seien falsche Berichte über seine Kandidatur, nahm er wieder seine bekannte Medienschelte auf.","Er machte falsche Berichte über seine Kandidatur verantwortlich und wies die Medien erneut scharf zurecht, wie er es bekanntermaßen zu tun pflegt.",0.86,,2026-02-26T20:15:09.308580+00:00
305,"""I cannot put 4000 euros aside for every million.""","""Ich kann nicht für jede Million 4000 Euro hinlegen.""",Ich kann nicht für jede Million 4000 Euro beiseitelegen.,0.93,,2026-02-26T20:15:11.963855+00:00
306,This is shown by Robel Kiros Habte's brave performance at the summer games in Rio de Janeiro.,Das zeigt der mutige Auftritt von Robel Kiros Habte bei den Sommerspielen in Rio de Janeiro.,Dies wird durch Robel Kiros Habtes mutige Leistung bei den Sommerspielen in Rio de Janeiro gezeigt.,0.93,,2026-02-26T20:15:14.150151+00:00
307,"""We're in a good place right now,"" Parnham said, but just how good it is will depend on the result of Saturday's game.","""Wir sind in einer guten Position"" sagte Parnham, aber wie gut wird vom Ergebnis des nächsten Spiels am Samstag abhängen.","""Wir sind im Moment in einer guten Lage"", sagte Parnham, aber wie gut es wirklich ist, wird vom Ergebnis des Spiels am Samstag abhängen.",0.93,,2026-02-26T20:15:17.091733+00:00
308,"To prevent it from simply being stolen, it sinks down when measuring, making its wheels disappear into the armoured, bullet-proof exterior.","Damit er nicht einfach geklaut wird, ist er im Messbetrieb abgesenkt, so dass die Räder in der gepanzerten und übrigens auch schusssicheren Außenhülle verschwinden.","Damit es nicht einfach gestohlen wird, sinkt es beim Messen ab, sodass seine Räder in der gepanzerten, kugelsicheren Außenhülle verschwinden.",0.86,,2026-02-26T20:15:19.963855+00:00
309,The police helicopter flew above various areas for about an hour - without success.,Der Polizeihubschrauber flog etwa eine Stunde lang verschiedene Gebiete ab - erfolglos.,Der Polizeihubschrauber flog etwa eine Stunde lang über verschiedene Gebiete – ohne Erfolg.,0.98,,2026-02-26T20:15:22.251907+00:00
310,This means that the heat lost per gram of a mouse is much bigger than that lost per gram of an elephant.,Der Wärmeverlust von einem Gramm Maus ist daher viel größer als bei einem Gramm Elefant.,"Das bedeutet, dass die pro Gramm einer Maus verlorene Wärme viel größer ist als die pro Gramm eines Elefanten verlorene Wärme.",0.96,,2026-02-26T20:15:26.365897+00:00
311,"He mocked the ""poor, pathetic"" television pundits who try to figure him out and said, ""They can't!""","Er verhöhnte die ""armen, jämmerlichen"" Fernsehexperten, die versuchen ihn zu verstehen und sagte, ""Sie können es nicht!"".","Er verspottete die „armen, erbärmlichen“ Fernsehkommentatoren, die versuchen, ihn zu durchschauen, und sagte: „Sie können es nicht!“",0.93,,2026-02-26T20:15:29.230969+00:00
312,"The company is planning to use its own factories to build up to 10,000 vehicles per year, per level.",In der posteigenen Fabrikation plane das Unternehmen den Bau von bis zu 10.000 Autos pro Jahr und Schicht.,"Das Unternehmen plant, seine eigenen Fabriken zu nutzen, um pro Ebene bis zu 10.000 Fahrzeuge pro Jahr zu bauen.",0.86,,2026-02-26T20:15:31.372414+00:00
