id,provider,model_id,difficulty_bucket,src,ref,hyp,conf,chrf,bleu,error_within_model_q20,parse_warnings
473,anthropic,claude-sonnet-4-5-20250929,Q2,The country however was not mentioned among the states one can call directly from the room.,"Das Land war allerdings nicht zwischen den Ländern aufgelistet, die direkt aus dem Hotelzimmer angerufen werden können.","Das Land wurde jedoch nicht unter den Staaten erwähnt, die man direkt vom Zimmer aus anrufen kann.",0.95,31.32407524867601,7.012887580040735,1,
414,openai,gpt-5-mini,Q2,The Union and the SPD are consequently focusing more and more on the issue of security.,Union und SPD bringen sich beim Thema innere Sicherheit daher zunehmend in Stellung.,Die Union und die SPD konzentrieren sich folglich immer stärker auf die Frage der Sicherheit.,0.95,31.858640148918028,6.43716525407242,1,
217,gemini,gemini-2.5-pro,Q1,Even his final days didn't go off without a bang.,Auch seine Abschieds-Tage verlaufen nicht geräuschlos.,Selbst seine letzten Tage verliefen nicht ohne einen Paukenschlag.,0.95,31.888212200193518,5.522397783539471,1,
81,anthropic,claude-sonnet-4-5-20250929,Q1,Is Ethiopia about to crack?,Ist Äthiopien gerade dabei zusammenzubrechen?,Steht Äthiopien kurz vor dem Zusammenbruch?,0.95,31.90697918244243,7.809849842300641,1,
59,anthropic,claude-haiku-4-5-20251001,Q1,This is generally used by large US banks.,Das nutzen gerade große US-Banken.,Dies wird allgemein von großen US-Banken verwendet.,0.95,32.52664896304153,6.567274736060396,1,
217,gemini,gemini-2.5-flash,Q1,Even his final days didn't go off without a bang.,Auch seine Abschieds-Tage verlaufen nicht geräuschlos.,Selbst seine letzten Tage verliefen nicht ohne Paukenschlag.,0.95,32.57684506604764,6.27465531099474,1,confidence_no_json;no_confidence_found;confidence_repaired
262,gemini,gemini-2.5-flash,Q3,"The same is true for electricity costs: in the previous calculations for 2011/2012, they are far below their current levels.","Das Gleiche gilt für Stromkosten, welche bei der vorherigen Kalkulation in den Jahren 2011/2012 noch deutlich unter dem jetzigen Niveau lagen.",Dasselbe gilt für die Stromkosten: In den früheren Berechnungen für 2011/2012 liegen sie weit unter ihrem aktuellen Niveau.,0.95,32.75643098844842,8.388695821090426,1,confidence_no_json;no_confidence_found;confidence_repaired
123,anthropic,claude-opus-4-6,Q1,Sounds tricky?,Klingt schwierig?,Klingt knifflig?,0.95,32.896970486118285,34.66806371753173,1,
145,gemini,gemini-2.5-flash,Q2,"Despite that, according to Bratman, the situation in terms of the housing market is also hotting up.","Ungeachtet dessen, so Bratmann, bahne sich eine Verschärfung der Situation auf dem Wohnungsmarkt an.",Trotzdem heizt sich laut Bratman auch die Lage auf dem Wohnungsmarkt auf.,0.95,32.9522720930717,9.604706734275478,1,confidence_no_json;no_confidence_found;confidence_repaired
248,anthropic,claude-sonnet-4-5-20250929,Q4,"Three people dressed in dark clothing and with their faces covered brandished a gun and demanded that staff at the cash-and-carry hand over cash. They made a run for it on foot, and then probably got into a silver VW Golf.","Unter Vorhalt einer Schusswaffe forderten drei dunkel gekleidete Personen, die ihre Gesichter vermummt hatten, von dem Angestellten des Getränkemarktes die Herausgabe von Bargeld und flüchteten anschließend zunächst zu Fuß und dann vermutlich mit einem silberfarbenen VW-Golf.","Drei Personen, die dunkle Kleidung trugen und deren Gesichter bedeckt waren, schwenkten eine Waffe und forderten das Personal des Großhandels auf, Bargeld herauszugeben. Sie ergriffen zu Fuß die Flucht und stiegen dann wahrscheinlich in einen silbernen VW Golf.",0.95,32.99259376514857,5.249950770919695,1,
387,anthropic,claude-sonnet-4-5-20250929,Q3,"As a result of the increase in the number of refugees, the association is expecting that many classes will want to take part.","Angesichts der gestiegenen Flüchtlingszahlen rechnet der Verein mit vielen Klassen, die sich beteiligen wollen.","Aufgrund der Zunahme der Flüchtlingszahlen erwartet der Verband, dass viele Klassen teilnehmen möchten.",0.95,33.59008549824672,3.8477237177211143,1,
142,openai,gpt-5-mini,Q1,I will also be involved in that.,Auch daran beteilige ich mich.,Ich werde daran auch beteiligt sein.,0.95,34.03514117238928,7.809849842300641,1,
51,gemini,gemini-2.5-flash,Q2,"""We always tell victims not to pay up: that simply exacerbates the problem,"" explains Kleczynski.","""Wir sagen den Opfern immer: Zahlt nicht, ihr fördert damit nur das Problem"", erklärt Kleczynski.","Wir raten Opfern immer, nicht zu zahlen: Das verschlimmert das Problem nur",0.95,34.321120303498894,5.966739242346487,1,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired
183,gemini,gemini-2.5-flash,Q4,"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.","Schlagen Sie ihm sodann mit dem Knie in die Leiste und verdrehen Sie, während sich der Angreifer vor Schmerzen zusammenkrümmt, die Waffe aus seinen Händen. Schlagen Sie ihm mit dem Lauf ins Gesicht und bewegen Sie sich rückwärts, während sie die Waffe auf ihn richten.","Ein KniestoÃ in den Schritt folgt, und wÃ¤hrend sich der Angreifer vor Schmerz krÃ¼mmt, windest du ihm die Waffe aus den HÃ¤nden, schlÃ¤gst ihm den Lauf ins Gesicht und weichst zurÃ¼ck, wobei du",0.95,34.33888089441519,12.217655448097265,1,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired
358,anthropic,claude-sonnet-4-5-20250929,Q3,"There were another two explosions early on Friday morning, with another person killed, according to the authorities.","Freitagfrüh gingen dann erneut zwei Sprengsätze hoch, dabei wurde laut den Behörden ein weiterer Mensch getötet.","Am frühen Freitagmorgen ereigneten sich zwei weitere Explosionen, bei denen laut Behörden eine weitere Person getötet wurde.",0.95,34.99437412624838,3.292916846800451,1,
390,gemini,gemini-2.5-pro,Q1,The reason behind the move triggered even more outrage by the filmmaker.,"Der Grund, der dahinter stand, löste im Regisseur noch mehr Wut aus.",Der Grund für den Umzug löste bei dem Filmemacher noch mehr Empörung aus.,0.95,35.09422086409842,9.519189286106625,1,
300,anthropic,claude-opus-4-6,Q1,This led to some lorries hurtling through residential areas.,"Was dazu führte, dass sich mancher Lkw in Wohngebieten verfranste.","Dies führte dazu, dass einige Lastwagen durch Wohngebiete rasten.",0.95,35.51070589510016,8.606119900909883,1,
300,anthropic,claude-sonnet-4-5-20250929,Q1,This led to some lorries hurtling through residential areas.,"Was dazu führte, dass sich mancher Lkw in Wohngebieten verfranste.","Dies führte dazu, dass einige Lastwagen durch Wohngebiete rasten.",0.95,35.51070589510016,8.606119900909883,1,
445,anthropic,claude-sonnet-4-5-20250929,Q3,"Being able to show yourself that by practising for a long time, you can improve and grow - this experience gives you strength.","Sich selbst zu zeigen: Wenn ich lange für etwas übe, werde ich besser und wachse über mich hinaus - diese Erfahrung stärkt.","Die Erfahrung, sich selbst zeigen zu können, dass man durch langes Üben besser werden und wachsen kann, gibt einem Kraft.",0.95,35.559237573448236,2.537970889991089,1,
175,anthropic,claude-opus-4-6,Q4,"He said the jet had flown slightly lower than normal because of poor visibility caused by the smoke from nearby wildfires, but the air force insisted no-one's safety had been compromised.","Der Sprecher sagte, dass der Jet aufgrund der schlechten Sichtverhältnisse durch sich in der Nähe befindliche Flächenbrände etwas tiefer als üblich flog, allerdings beharrten die Luftstreitkräfte darauf, dass die Sicherheit zu keiner Zeit gefährdet war.","Er sagte, der Jet sei wegen schlechter Sicht durch den Rauch nahegelegener Waldbrände etwas niedriger als normal geflogen, aber die Luftwaffe betonte, dass die Sicherheit niemandes gefährdet worden sei.",0.95,35.580527695068895,9.26879901500814,1,
225,openai,gpt-5-mini,Q1,Female cats react more sensitively than male cats to the mewls of their kittens,Katzen reagieren sensibler als Kater auf Schreie der Jungtiere,Weibliche Katzen reagieren empfindlicher auf das Miau ihrer Kätzchen als männliche Katzen.,0.95,35.711693498212426,7.347053125977879,1,
225,anthropic,claude-sonnet-4-5-20250929,Q1,Female cats react more sensitively than male cats to the mewls of their kittens,Katzen reagieren sensibler als Kater auf Schreie der Jungtiere,Weibliche Katzen reagieren empfindlicher auf das Miauen ihrer Kätzchen als männliche Katzen,0.95,35.761894751770704,8.054496384843702,1,
225,anthropic,claude-haiku-4-5-20251001,Q1,Female cats react more sensitively than male cats to the mewls of their kittens,Katzen reagieren sensibler als Kater auf Schreie der Jungtiere,Weibliche Katzen reagieren empfindlicher als männliche Katzen auf die Miauten ihrer Kätzchen,0.95,35.8820233259078,8.054496384843702,1,
11,anthropic,claude-sonnet-4-5-20250929,Q1,"""The benefits of the restructuring programme will only become visible after 5 years,"" he said.","""Die Früchte der Umstrukturierung sind aber auch nach 5 Jahren noch nicht zu sehen"", hieß es.","Die Vorteile des Umstrukturierungsprogramms werden erst nach 5 Jahren sichtbar werden, sagte er.",0.95,36.02040882264674,8.335602802889506,1,
153,gemini,gemini-2.5-pro,Q2,Being singled out as a Gülen-supporter is career-destroying for teachers and other academics.,Die Brandmarkung als Gülen-Anhänger vernichtet Lehrern und anderen Akademikern die berufliche Existenz.,"Als Gülen-Anhänger herausgegriffen zu werden, ist für Lehrer und andere Akademiker karriereschädigend.",0.95,36.02938193346243,3.737437943747671,1,
223,gemini,gemini-2.5-pro,Q2,The approach allows Mr. Trump to push the limits of political speech and dial it back as needed.,Diese Methode erlaubt es Mr. Trump die sprachlichen Grenzen in der Politik zu verschieben und dann nach Bedarf zurück zu rudern.,"Der Ansatz erlaubt es Herrn Trump, die Grenzen der politischen Rede auszureizen und sie bei Bedarf zurückzunehmen.",0.95,36.06435248991649,4.777590922140211,1,
271,anthropic,claude-sonnet-4-5-20250929,Q1,"""Fortunately, by the time we had launched, the strong winds had blown it clear of them,"" he added.","""Glücklicherweise haben die starken Winde das Boot bereits außer ihrer Reichweite geweht, bis wir zu Wasser ließen,"" fügte er hinzu.","Glücklicherweise hatte der starke Wind es zum Zeitpunkt unseres Starts von ihnen weggeweht, fügte er hinzu.",0.95,36.2134554853458,10.08556330315443,1,
354,anthropic,claude-sonnet-4-5-20250929,Q2,"""It is unacceptable that a country that takes in refugees is also producing them,"" said Toprak.","""Es kann nicht sein, dass ein Staat, der selbst Flüchtlinge aufnimmt, im eigenen Land Flüchtlinge produziert"", sagte Toprak.","âEs ist inakzeptabel, dass ein Land, das FlÃ¼chtlinge aufnimmt, auch selbst welche produziert",0.95,36.373651082091286,7.554785509189311,1,translation_no_json
254,anthropic,claude-haiku-4-5-20251001,Q1,"More of the product side, less of the music.","Mehr produktlastig, weniger musiklastig.","Mehr von der Produktseite, weniger von der Musik.",0.95,36.499116603874704,9.980099403873663,1,
254,anthropic,claude-opus-4-6,Q1,"More of the product side, less of the music.","Mehr produktlastig, weniger musiklastig.","Mehr von der Produktseite, weniger von der Musik.",0.95,36.499116603874704,9.980099403873663,1,
254,anthropic,claude-sonnet-4-5-20250929,Q1,"More of the product side, less of the music.","Mehr produktlastig, weniger musiklastig.","Mehr von der Produktseite, weniger von der Musik.",0.95,36.499116603874704,9.980099403873663,1,
254,openai,gpt-5-mini,Q1,"More of the product side, less of the music.","Mehr produktlastig, weniger musiklastig.","Mehr von der Produktseite, weniger von der Musik.",0.95,36.499116603874704,9.980099403873663,1,
179,anthropic,claude-sonnet-4-5-20250929,Q4,"The next day, they set off on the section towards St. Peter, the most demanding section, seeing them climb around 500 metres in altitude in sweltering heat, and then descend again.","Tags darauf trat man die Etappe nach St. Peter an, welche die anstrengenste Wegstrecke war, mussten doch bei schwüler Hitze zunächst rund 500 Höhenmeter abgestiegen und danach wieder erklommen werden.","Am nächsten Tag machten sie sich auf den Weg zum Abschnitt Richtung St. Peter, dem anspruchsvollsten Abschnitt, bei dem sie in drückender Hitze rund 500 Höhenmeter aufstiegen und dann wieder abstiegen.",0.95,36.9445290799572,8.020438554910118,1,
389,gemini,gemini-2.5-pro,Q3,"The majority of crimes are damage to property, which tend to target new buildings and recently renovated properties.","Den größten Teil der Straftaten machen Sachbeschädigungen aus, die tendenziell eher die Neubauten und frisch renovierte Häuser treffen.","Die meisten Straftaten sind Sachbeschädigungen, die sich in der Regel gegen neue Gebäude und kürzlich renovierte Immobilien richten.",0.95,36.986561505424056,5.415315253510896,1,
262,anthropic,claude-haiku-4-5-20251001,Q3,"The same is true for electricity costs: in the previous calculations for 2011/2012, they are far below their current levels.","Das Gleiche gilt für Stromkosten, welche bei der vorherigen Kalkulation in den Jahren 2011/2012 noch deutlich unter dem jetzigen Niveau lagen.",Dasselbe gilt für die Stromkosten: In den vorherigen Berechnungen für 2011/2012 liegen sie weit unter ihren heutigen Niveaus.,0.95,37.176542305898,8.388695821090426,1,
51,anthropic,claude-sonnet-4-5-20250929,Q2,"""We always tell victims not to pay up: that simply exacerbates the problem,"" explains Kleczynski.","""Wir sagen den Opfern immer: Zahlt nicht, ihr fördert damit nur das Problem"", erklärt Kleczynski.","âWir sagen Opfern immer, dass sie nicht zahlen sollen: Das verschlimmert das Problem nur",0.95,37.3098182029574,6.198090975357433,1,translation_no_json
454,anthropic,claude-sonnet-4-5-20250929,Q2,So full-time and volunteer staff have to keep an eye open for jobs in the town and across the region.,Also müssen Haupt- und Ehrenamtliche vor Ort und in der Region nach Tätigkeiten Ausschau halten.,Daher müssen hauptamtliche und ehrenamtliche Mitarbeiter die Augen offen halten für Arbeitsplätze in der Stadt und in der gesamten Region.,0.95,37.61609527809264,8.638804535733371,1,
262,gemini,gemini-2.5-pro,Q3,"The same is true for electricity costs: in the previous calculations for 2011/2012, they are far below their current levels.","Das Gleiche gilt für Stromkosten, welche bei der vorherigen Kalkulation in den Jahren 2011/2012 noch deutlich unter dem jetzigen Niveau lagen.",Gleiches gilt für die Stromkosten: In den früheren Berechnungen für 2011/2012 liegen sie weit unter dem heutigen Niveau.,0.95,37.625782742357316,9.231606884401236,1,
338,openai,gpt-5-mini,Q4,"The advice that CDU candidate Kokert gave to his competitors is revealing: ""You have got to go where it hurts, or where the people are: village fetes, Golden Wedding anniversaries, you have to make use of every birthday party.""","Der Rat des CDU-Wahlkämpfers Kokert an seine Mitstreiter ist allerdings auch selbstentlarvend: ""Sie müssen dahin gehen, wo es wehtut, nämlich wo die Menschen sind: Dorffeste, Goldene Hochzeiten, jede Geburtstagsfeier muss genutzt werden"".","Der Rat, den CDU-Kandidat Kokert seinen Mitbewerbern gab, ist aufschlussreich: „Man muss dorthin gehen, wo es schmerzt, oder dorthin, wo die Leute sind: Dorfkirmessen, goldene Hochzeitsjubiläen, man muss jede Geburtstagsparty nutzen.“",0.95,38.23802596457757,9.5982990157859,1,
90,gemini,gemini-2.5-flash,Q1,"Treats says nude calendar for 'women, as well as men'","Treats will Nacktkalendar für ""Frauen und für Männer""","Treats sagt, Nacktkalender sei für 'Frauen, wie auch Männer'",0.95,38.301286370444274,4.456882760699064,1,
429,gemini,gemini-2.5-flash,Q1,The £1.35bn project is now due to be complete by May 2017,"Das £ 1,35 Mrd. teure Projekt soll bis Mai 2017 fertiggestellt werden","Das 1,35-Milliarden-Pfund-Projekt soll nun bis Mai 2017 abgeschlossen sein.",0.95,38.349420250213015,14.33438923240772,1,confidence_no_json;no_confidence_found;confidence_repaired
414,anthropic,claude-haiku-4-5-20251001,Q2,The Union and the SPD are consequently focusing more and more on the issue of security.,Union und SPD bringen sich beim Thema innere Sicherheit daher zunehmend in Stellung.,Union und SPD konzentrieren sich folglich immer mehr auf das Thema Sicherheit.,0.95,38.39934269004063,13.159455544835676,1,
9,gemini,gemini-2.5-flash,Q1,"But nevertheless, there were some breathtaking volleys to be seen.",Doch waren nichtsdestotrotz ausreichend atemberaubende Ballwechsel zu sehen.,Doch gab es dennoch einige atemberaubende Volleys zu sehen.,0.95,38.49666088505484,17.747405280050266,1,confidence_no_json;no_confidence_found;confidence_repaired
436,openai,gpt-5-mini,Q4,The Portuguese air force said today the pilot had to fly low because of the conditions - thick fog and smoke from wildfires - which obscured his visibility,"Die portugiesischen Luftstreitkräfte gaben heute an, dass der Pilot aufgrund der Verhältnisse - starker Nebel und Brandrauch - so tief fliegen musste, was seine Sicht einschränkte","Die portugiesische Luftwaffe sagte heute, der Pilot habe wegen der Bedingungen – dichtem Nebel und Rauch von Waldbränden –, die seine Sicht behinderten, tief fliegen müssen.",0.95,38.66370851453414,5.606838891420966,1,
212,openai,gpt-5-mini,Q1,The friendly sportsman is not lacking for awards.,An Auszeichnungen mangelt es dem sympathischen Sportler nicht.,Dem freundlichen Sportler fehlen keine Auszeichnungen.,0.95,38.6748400349822,6.495032985064742,1,
304,gemini,gemini-2.5-pro,Q2,"He blamed false reports on his candidacy, once again giving the media a dressing-down, as he is known to do.","Schuld seien falsche Berichte über seine Kandidatur, nahm er wieder seine bekannte Medienschelte auf.","Er machte Falschmeldungen über seine Kandidatur verantwortlich und verpasste den Medien einmal mehr eine Standpauke, wie er es bekanntermaßen tut.",0.95,38.82628951459501,7.645949399477267,1,
331,anthropic,claude-sonnet-4-5-20250929,Q3,"After several regional authorities had done so, the body charged with protecting the constitution across Germany has also put the group on a watchlist.",Nach mehreren Landesämtern haben auch die Verfassungsschützer im Bund die Gruppe unter Beobachtung gestellt.,"Nachdem mehrere Landesbehörden dies getan hatten, hat auch die für den Schutz der Verfassung in ganz Deutschland zuständige Behörde die Gruppe auf eine Beobachtungsliste gesetzt.",0.95,38.8879600893921,4.150547731411289,1,
245,anthropic,claude-sonnet-4-5-20250929,Q1,He said he needed to reflect and analyse the reasons behind the debacle.,"Er müsse in Ruhe analysieren, welche Gründe zum Debakel geführt hätten.","Er sagte, er müsse über die Gründe für das Debakel nachdenken und sie analysieren.",0.95,38.901402034763386,3.9779457777453793,1,
390,anthropic,claude-sonnet-4-5-20250929,Q1,The reason behind the move triggered even more outrage by the filmmaker.,"Der Grund, der dahinter stand, löste im Regisseur noch mehr Wut aus.",Der Grund hinter dieser Entscheidung löste beim Filmemacher noch mehr Empörung aus.,0.95,39.3137347245143,9.535390216798586,1,
102,gemini,gemini-2.5-pro,Q4,"U.S. Wins 4th Straight in Women's Field Hockey, Setting Up Showdown With Britain","Die USA gewinnen viertes Match im Feldhockey der Frauen, ein Showdown mit Großbritannien steht bevor",USA gewinnen zum 4. Mal in Folge im Damen-Feldhockey und bereiten sich auf das Duell mit Großbritannien vor,0.95,39.81420276790113,6.054506513220935,1,
88,anthropic,claude-haiku-4-5-20251001,Q1,"The perpetrator is on the run, she said, and he is officially being sought.","Der Täter sei auf der Flucht, nach ihm werde öffentlich gefahndet.","Der Täter ist auf der Flucht, sagte sie, und er wird offiziell gesucht.",0.95,39.81676557142128,18.92240568795935,1,
88,anthropic,claude-sonnet-4-5-20250929,Q1,"The perpetrator is on the run, she said, and he is officially being sought.","Der Täter sei auf der Flucht, nach ihm werde öffentlich gefahndet.","Der Täter ist auf der Flucht, sagte sie, und er wird offiziell gesucht.",0.95,39.81676557142128,18.92240568795935,1,
266,anthropic,claude-sonnet-4-5-20250929,Q1,It is still apparently unclear who is behind the attacks.,"Noch sei unklar, welche Gruppe hinter den Anschlägen stecke.","Es ist offenbar immer noch unklar, wer hinter den Angriffen steckt.",0.95,39.948684744653576,9.238430210261097,1,
266,openai,gpt-5-mini,Q1,It is still apparently unclear who is behind the attacks.,"Noch sei unklar, welche Gruppe hinter den Anschlägen stecke.","Es ist offenbar noch unklar, wer hinter den Angriffen steckt.",0.95,40.49606210887279,10.127993013562818,1,
358,anthropic,claude-opus-4-6,Q3,"There were another two explosions early on Friday morning, with another person killed, according to the authorities.","Freitagfrüh gingen dann erneut zwei Sprengsätze hoch, dabei wurde laut den Behörden ein weiterer Mensch getötet.","Am frühen Freitagmorgen gab es zwei weitere Explosionen, bei denen laut den Behörden eine weitere Person getötet wurde.",0.95,40.7465475003201,9.107438368292145,1,
126,anthropic,claude-sonnet-4-5-20250929,Q2,Teachers must be better trained for dealing with traumatised individuals.,Lehrkräfte müssten besser auf den Umgang mit traumatisierten Menschen vorbereitet werden.,"Lehrer müssen besser darin geschult werden, mit traumatisierten Personen umzugehen.",0.95,40.785469572821675,8.51659301881964,1,
276,gemini,gemini-2.5-pro,Q1,The novelty will wear off and use will subside in due course.,Das Neue wird seinen Reiz verlieren und die Verwendung wird mit der Zeit nachlassen.,Der Reiz des Neuen wird nachlassen und die Nutzung wird zu gegebener Zeit abnehmen.,0.95,40.8098823554761,7.432998184513635,1,
356,anthropic,claude-opus-4-6,Q1,The shop did not have CCTV.,Auch eine Videoüberwachung ist nicht vorhanden.,Das Geschäft hatte keine Videoüberwachung.,0.95,40.864679337643246,8.170609724417774,1,
356,anthropic,claude-sonnet-4-5-20250929,Q1,The shop did not have CCTV.,Auch eine Videoüberwachung ist nicht vorhanden.,Das Geschäft hatte keine Videoüberwachung.,0.95,40.864679337643246,8.170609724417774,1,
145,anthropic,claude-sonnet-4-5-20250929,Q2,"Despite that, according to Bratman, the situation in terms of the housing market is also hotting up.","Ungeachtet dessen, so Bratmann, bahne sich eine Verschärfung der Situation auf dem Wohnungsmarkt an.",Trotzdem heizt sich laut Bratman auch die Situation auf dem Wohnungsmarkt auf.,0.95,40.92400105013934,15.73320614126865,1,
262,anthropic,claude-sonnet-4-5-20250929,Q3,"The same is true for electricity costs: in the previous calculations for 2011/2012, they are far below their current levels.","Das Gleiche gilt für Stromkosten, welche bei der vorherigen Kalkulation in den Jahren 2011/2012 noch deutlich unter dem jetzigen Niveau lagen.",Das Gleiche gilt für die Stromkosten: In den früheren Berechnungen für 2011/2012 liegen sie weit unter ihrem heutigen Niveau.,0.95,40.96120919465381,15.638800406600293,1,
210,openai,gpt-5-mini,Q2,Volkswagen's deliveries were more restrained in the second half of the year.,Volkswagen startet bei den Auslieferungen verhaltener in das zweite Halbjahr.,Die Auslieferungen von Volkswagen waren in der zweiten Jahreshälfte zurückhaltender.,0.95,40.989160707369706,5.300156689756297,1,
200,openai,gpt-5-mini,Q1,"""We woke up and the water kept on coming,"" Hansford said.","""Wir sind aufgewacht und das Wasser strömte und strömte herein,"" sagte Hansford.","„Wir wachten auf und das Wasser hörte nicht auf zu kommen“, sagte Hansford.",0.95,40.994509806077225,15.995601246907084,1,
468,anthropic,claude-sonnet-4-5-20250929,Q4,"Children and carers cooked their own favourite meals, such as mini German spätzle dumplings in a sour sauce, traditional Seebronner Pfännle and Iselshauser Bloff, English breakfast, and Tübingen-style bolognese.","Kulinarisch wurden Kinder und Betreuer mit deren selbst zubereiteten Leibspeisen wie den Sauren Spätzle, dem Seebronner Pfännle, Iselshauser-Bloff, dem Englischen-Breakfast und Tübinger Bolognese verwöhnt.","Kinder und Betreuer kochten ihre eigenen Lieblingsgerichte, wie Mini-Spätzle in saurer Soße, traditionelle Seebronner Pfännle und Iselshauser Bloff, englisches Frühstück und Bolognese nach Tübinger Art.",0.95,41.417752428664535,7.647779668764416,1,
102,openai,gpt-5-mini,Q4,"U.S. Wins 4th Straight in Women's Field Hockey, Setting Up Showdown With Britain","Die USA gewinnen viertes Match im Feldhockey der Frauen, ein Showdown mit Großbritannien steht bevor",USA gewinnt vierten Sieg in Folge im Frauen-Feldhockey und bereitet damit das Duell mit Großbritannien vor,0.95,41.68247812717398,5.816635421147515,1,
463,openai,gpt-5-mini,Q1,Olympics: Brazen cheating in doping tests,Olympia: Dreister Betrug bei Doping-Test,Olympische Spiele: Dreistes Betrügen bei Dopingtests,0.95,41.85367932487333,7.809849842300641,1,
159,anthropic,claude-sonnet-4-5-20250929,Q2,Residents can now drive on both sides of the B 27 out of Ofterdingen.,Die Bürger können nun von Ofterdingen aus die B 27 wieder beidseitig befahren.,Anwohner können nun auf beiden Seiten der B 27 aus Ofterdingen herausfahren.,0.95,42.07057776870795,9.30514025247622,1,
159,gemini,gemini-2.5-pro,Q2,Residents can now drive on both sides of the B 27 out of Ofterdingen.,Die Bürger können nun von Ofterdingen aus die B 27 wieder beidseitig befahren.,Anwohner können nun auf beiden Seiten der B 27 aus Ofterdingen herausfahren.,0.95,42.07057776870795,9.30514025247622,1,
356,openai,gpt-5-mini,Q1,The shop did not have CCTV.,Auch eine Videoüberwachung ist nicht vorhanden.,Der Laden hatte keine Videoüberwachung.,0.95,42.086506981979014,8.170609724417774,1,
412,openai,gpt-5-mini,Q4,"Instead of toning things down for a general election audience, Mr. Trump has taken an even more caustic tone in recent days as his poll numbers have continued to tumble.","Anstatt den Ton für die Präsidentschaftswahlen zu entschärfen, hat Mr. Trump einen noch ätzenderen Ton angenommen, da seine Umfragewerte weiter zurückgegangen sind.","Anstatt seine Aussagen für ein allgemeines Wahlpublikum abzuschwächen, hat Herr Trump in den letzten Tagen einen noch schärferen Ton angeschlagen, während seine Umfragewerte weiterhin stetig sinken.",0.95,42.29241466573876,5.407796864803927,1,
266,anthropic,claude-haiku-4-5-20251001,Q1,It is still apparently unclear who is behind the attacks.,"Noch sei unklar, welche Gruppe hinter den Anschlägen stecke.","Es ist immer noch anscheinend unklar, wer hinter den Angriffen steckt.",0.95,42.43214438053274,9.238430210261097,1,
451,anthropic,claude-haiku-4-5-20251001,Q1,I can't do this.,Ich schaffe das nicht.,Ich kann das nicht tun.,0.95,42.51409667692231,19.304869754804482,1,
451,anthropic,claude-opus-4-6,Q1,I can't do this.,Ich schaffe das nicht.,Ich kann das nicht tun.,0.95,42.51409667692231,19.304869754804482,1,
451,openai,gpt-5.2,Q1,I can't do this.,Ich schaffe das nicht.,Ich kann das nicht tun.,0.95,42.51409667692231,19.304869754804482,1,
239,anthropic,claude-sonnet-4-5-20250929,Q4,"The 66-year-old bus driver, employed by a coach company based in Eisenach, said that she had to swerve to avoid an oncoming lorry that was partly on the wrong side of the road.","Die 66 Jahre alte Fahrerin des Busses eines Reiseunternehmens aus Eisenach musste ihren Angaben zufolge einem entgegenkommen Laster ausweichen, der teils auf der Gegenfahrbahn fuhr.","Die 66-jährige Busfahrerin, die bei einem Busunternehmen mit Sitz in Eisenach beschäftigt ist, sagte, dass sie ausweichen musste, um einen entgegenkommenden Lastwagen zu vermeiden, der teilweise auf der falschen Straßenseite fuhr.",0.95,42.766809491042615,4.175415561574823,1,
182,gemini,gemini-2.5-pro,Q2,"A banker said that, in Tegernsee, there was ""clientele who were rather better off in terms of assets.""","Ein Banker sagte, am Tegernsee gebe es ""eine Klientel, die vom Vermögen etwas üppiger ausgestattet ist"".","Ein Banker sagte, dass es in Tegernsee eine ""eher vermögensstärkere Klientel"" gebe.",0.95,42.80085815453216,14.741627774658422,1,
37,anthropic,claude-sonnet-4-5-20250929,Q3,Muslim migrants or migrants from the Middle East were vilified in an extremist manner.,So werden Zuwanderer islamischen Glaubens oder aus dem Nahen Osten in extremistischer Weise diffamiert.,Muslimische Migranten oder Migranten aus dem Nahen Osten wurden auf extremistische Weise verunglimpft.,0.95,42.924040817573385,19.03837857221325,1,
165,anthropic,claude-sonnet-4-5-20250929,Q2,Six rescue vehicles and an ambulance were in attendance at the scene of the accident on the no.2 road.,Sechs Rettungswagen und ein Notarztwagen kamen zum Unfallort auf der Landesstraße 2.,Sechs Rettungsfahrzeuge und ein Krankenwagen waren am Unfallort an der Straße Nr. 2 im Einsatz.,0.95,43.01050376683502,6.256118460580958,1,
207,anthropic,claude-sonnet-4-5-20250929,Q2,"Because they often don't know how to get help, there needs to be more accommodation just for them, says Bahr.","Da sie sich oft nicht zu helfen wüssten, brauche es mehr Unterkünfte nur für sie, fordert Bahr.","Weil sie oft nicht wissen, wie sie Hilfe bekommen können, müsse es mehr Unterkünfte speziell für sie geben, sagt Bahr.",0.95,43.013118728771275,10.414419091986513,1,
420,anthropic,claude-sonnet-4-5-20250929,Q3,"Greenland sharks swim leisurely along the sea floor of the North Atlantic, covering an average of 1,220 metres in an hour.","Gemächlich schwimmt der Grönlandhai am Grund des Nordatlantiks entlang, in einer Stunde kommt er im Durchschnitt gerade 1.220 Meter weit.",Grönlandhaie schwimmen gemächlich über den Meeresboden des Nordatlantiks und legen dabei durchschnittlich 1.220 Meter pro Stunde zurück.,0.95,43.12076745161036,5.383066722109051,1,
